Date,NewCases,"Osoby z wynikiem neg. przy ponownym tescie, osoby zdublowane, osoby błędnie zaraportowane",Przyrost % nowych przypadków (od sumy potwerdzonych przypadków),Zmiana tygodniowa nowo wykrywanych przypadków w %,Przyrost % nowych przypadków (od aktywnych przypadków),Zmiana % liczby aktywnych przypadków (od aktywnych przypadków),Nowe zgony,Nowe wyzdrowienia,Zmiana liczby nieaktywnych przypadków,Zmiana liczby aktywnych przypadków,ActiveCases,Suma zgonów,Suma wyzdrowień,Liczba nieaktywnych przypadków,Liczba aktywnych przypadków,,% zgonów w przypadkach nieaktywnych,% wyzdrowień w przypadkach nieaktywnych,,% zgonów,% wyzdrowień,% nieaktywnych przypadków,% aktywnych przypadków
01.06,588,0,"0,02%","-41,20%","0,37%","-0,32%",111,983,1094,-506,2871975,73787,2640672,2714459,157516,,"2,72%","97,28%",,"2,57%","91,95%","94,52%","5,48%"
02.06,664,0,"0,02%","-47,59%","0,42%","0,04%",128,467,595,69,2872639,73915,2641139,2715054,157585,,"2,72%","97,28%",,"2,57%","91,94%","94,51%","5,49%"
03.06,572,0,"0,02%","-53,50%","0,36%","-0,32%",91,988,1079,-507,2873211,74006,2642127,2716133,157078,,"2,72%","97,28%",,"2,58%","91,96%","94,53%","5,47%"
04.06,319,0,"0,01%","-66,28%","0,20%","-0,57%",26,1186,1212,-893,2873530,74032,2643313,2717345,156185,,"2,72%","97,28%",,"2,58%","91,99%","94,56%","5,44%"
05.06,415,0,"0,01%","-46,45%","0,27%","-0,37%",38,960,998,-583,2873945,74070,2644273,2718343,155602,,"2,72%","97,28%",,"2,58%","92,01%","94,59%","5,41%"
06.06,312,0,"0,01%","-46,11%","0,20%","-0,37%",13,877,890,-578,2874257,74083,2645150,2719233,155024,,"2,72%","97,28%",,"2,58%","92,03%","94,61%","5,39%"
07.06,194,0,"0,01%","-41,74%","0,13%","-0,35%",8,727,735,-541,2874451,74091,2645877,2719968,154483,,"2,72%","97,28%",,"2,58%","92,05%","94,63%","5,37%"
08.06,400,0,"0,01%","-31,97%","0,26%","-0,10%",95,463,558,-158,2874851,74186,2646340,2720526,154325,,"2,73%","97,27%",,"2,58%","92,05%","94,63%","5,37%"
09.06,428,0,"0,01%","-35,54%","0,28%","0,01%",108,307,415,13,2875279,74294,2646647,2720941,154338,,"2,73%","97,27%",,"2,58%","92,05%","94,63%","5,37%"
10.06,382,0,"0,01%","-33,22%","0,25%","-0,10%",84,448,532,-150,2875661,74378,2647095,2721473,154188,,"2,73%","97,27%",,"2,59%","92,05%","94,64%","5,36%"
11.06,341,0,"0,01%","6,90%","0,22%","-0,21%",68,593,661,-320,2876002,74446,2647688,2722134,153868,,"2,73%","97,27%",,"2,59%","92,06%","94,65%","5,35%"
12.06,239,0,"0,01%","-42,41%","0,16%","-0,21%",47,519,566,-327,2876241,74493,2648207,2722700,153541,,"2,74%","97,26%",,"2,59%","92,07%","94,66%","5,34%"
13.06,227,0,"0,01%","-27,24%","0,15%","-0,05%",11,297,308,-81,2876468,74504,2648504,2723008,153460,,"2,74%","97,26%",,"2,59%","92,07%","94,66%","5,34%"
14.06,140,0,"0,00%","-27,84%","0,09%","-0,14%",1,355,356,-216,2876608,74505,2648859,2723364,153244,,"2,74%","97,26%",,"2,59%","92,08%","94,67%","5,33%"
15.06,215,0,"0,01%","-46,25%","0,14%","-0,04%",52,221,273,-58,2876823,74557,2649080,2723637,153186,,"2,74%","97,26%",,"2,59%","92,08%","94,68%","5,32%"
16.06,241,0,"0,01%","-43,69%","0,16%","0,05%",62,104,166,75,2877064,74619,2649184,2723803,153261,,"2,74%","97,26%",,"2,59%","92,08%","94,67%","5,33%"
17.06,218,0,"0,01%","-42,93%","0,14%","-0,12%",46,351,397,-179,2877282,74665,2649535,2724200,153082,,"2,74%","97,26%",,"2,59%","92,08%","94,68%","5,32%"
18.06,190,0,"0,01%","-44,28%","0,12%","-0,13%",48,344,392,-202,2877472,74713,2649879,2724592,152880,,"2,74%","97,26%",,"2,60%","92,09%","94,69%","5,31%"
19.06,168,0,"0,01%","-29,71%","0,11%","-0,12%",41,315,356,-188,2877640,74754,2650194,2724948,152692,,"2,74%","97,26%",,"2,60%","92,10%","94,69%","5,31%"
20.06,133,0,"0,00%","-41,41%","0,09%","-0,10%",5,282,287,-154,2877773,74759,2650476,2725235,152538,,"2,74%","97,26%",,"2,60%","92,10%","94,70%","5,30%"
21.06,73,0,"0,00%","-47,86%","0,05%","-0,07%",1,172,173,-100,2877846,74760,2650648,2725408,152438,,"2,74%","97,26%",,"2,60%","92,11%","94,70%","5,30%"
22.06,188,0,"0,01%","-12,56%","0,12%","0,02%",29,125,154,34,2878034,74789,2650773,2725562,152472,,"2,74%","97,26%",,"2,60%","92,10%","94,70%","5,30%"
23.06,165,0,"0,01%","-31,54%","0,11%","0,04%",35,66,101,64,2878199,74824,2650839,2725663,152536,,"2,75%","97,25%",,"2,60%","92,10%","94,70%","5,30%"
24.06,147,0,"0,01%","-32,57%","0,10%","-0,05%",24,206,230,-83,2878346,74848,2651045,2725893,152453,,"2,75%","97,25%",,"2,60%","92,10%","94,70%","5,30%"
25.06,133,0,"0,00%","-30,00%","0,09%","-0,04%",36,164,200,-67,2878479,74884,2651209,2726093,152386,,"2,75%","97,25%",,"2,60%","92,10%","94,71%","5,29%"
26.06,100,0,"0,00%","-40,48%","0,07%","-0,05%",21,151,172,-72,2878579,74905,2651360,2726265,152314,,"2,75%","97,25%",,"2,60%","92,11%","94,71%","5,29%"
27.06,71,0,"0,00%","-46,62%","0,05%","-0,06%",5,162,167,-96,2878650,74910,2651522,2726432,152218,,"2,75%","97,25%",,"2,60%","92,11%","94,71%","5,29%"
28.06,52,0,"0,00%","-28,77%","0,03%","-0,07%",0,159,159,-107,2878702,74910,2651681,2726591,152111,,"2,75%","97,25%",,"2,60%","92,11%","94,72%","5,28%"
29.06,123,0,"0,00%","-34,57%","0,08%","0,01%",26,78,104,19,2878825,74936,2651759,2726695,152130,,"2,75%","97,25%",,"2,60%","92,11%","94,72%","5,28%"
30.06,104,0,"0,00%","-36,97%","0,07%","0,04%",16,28,44,60,2878929,74952,2651787,2726739,152190,,"2,75%","97,25%",,"2,60%","92,11%","94,71%","5,29%"
01.07,98,0,"0,00%","-33,33%","0,06%","0,05%",23,0,23,75,2879027,74975,2651787,2726762,152265,,"2,75%","97,25%",,"2,60%","92,11%","94,71%","5,29%"
02.07,96,0,"0,00%","-27,82%","0,06%","-0,09%",21,217,238,-142,2879123,74996,2652004,2727000,152123,,"2,75%","97,25%",,"2,60%","92,11%","94,72%","5,28%"
03.07,107,0,"0,00%","7,00%","0,07%","0,01%",18,68,86,21,2879230,75014,2652072,2727086,152144,,"2,75%","97,25%",,"2,61%","92,11%","94,72%","5,28%"
04.07,54,0,"0,00%","-23,94%","0,04%","-0,03%",1,93,94,-40,2879284,75015,2652165,2727180,152104,,"2,75%","97,25%",,"2,61%","92,11%","94,72%","5,28%"
05.07,38,0,"0,00%","-26,92%","0,02%","-0,02%",1,63,64,-26,2879322,75016,2652228,2727244,152078,,"2,75%","97,25%",,"2,61%","92,11%","94,72%","5,28%"
06.07,96,0,"0,00%","-21,95%","0,06%","0,03%",10,37,47,49,2879418,75026,2652265,2727291,152127,,"2,75%","97,25%",,"2,61%","92,11%","94,72%","5,28%"
07.07,103,0,"0,00%","-0,96%","0,07%","0,04%",17,28,45,58,2879521,75043,2652293,2727336,152185,,"2,75%","97,25%",,"2,61%","92,11%","94,71%","5,29%"
08.07,93,0,"0,00%","-5,10%","0,06%","0,00%",19,79,98,-5,2879614,75062,2652372,2727434,152180,,"2,75%","97,25%",,"2,61%","92,11%","94,72%","5,28%"
09.07,76,0,"0,00%","-20,83%","0,05%","0,01%",17,37,54,22,2879690,75079,2652409,2727488,152202,,"2,75%","97,25%",,"2,61%","92,11%","94,71%","5,29%"
10.07,86,0,"0,00%","-19,63%","0,06%","0,02%",7,49,56,30,2879776,75086,2652458,2727544,152232,,"2,75%","97,25%",,"2,61%","92,11%","94,71%","5,29%"
11.07,66,0,"0,00%","22,22%","0,04%","0,01%",1,47,48,18,2879842,75087,2652505,2727592,152250,,"2,75%","97,25%",,"2,61%","92,11%","94,71%","5,29%"
12.07,44,0,"0,00%","15,79%","0,03%","-0,02%",0,72,72,-28,2879886,75087,2652577,2727664,152222,,"2,75%","97,25%",,"2,61%","92,11%","94,71%","5,29%"
13.07,96,0,"0,00%","0,00%","0,06%","0,04%",13,27,40,56,2879982,75100,2652604,2727704,152278,,"2,75%","97,25%",,"2,61%","92,10%","94,71%","5,29%"
14.07,86,0,"0,00%","-16,50%","0,06%","0,07%",6,-+ 23,-+ 17,103,2880068,75106,2652581,2727687,152381,,"2,75%","97,25%",,"2,61%","92,10%","94,71%","5,29%"
15.07,105,0,"0,00%","12,90%","0,07%","0,01%",12,74,86,19,2880173,75118,2652655,2727773,152400,,"2,75%","97,25%",,"2,61%","92,10%","94,71%","5,29%"
16.07,93,0,"0,00%","22,37%","0,06%","-0,01%",14,98,112,-19,2880266,75132,2652753,2727885,152381,,"2,75%","97,25%",,"2,61%","92,10%","94,71%","5,29%"
17.07,114,0,"0,00%","32,56%","0,07%","-0,06%",7,198,205,-91,2880380,75139,2652951,2728090,152290,,"2,75%","97,25%",,"2,61%","92,10%","94,71%","5,29%"
18.07,69,0,"0,00%","4,55%","0,05%","0,02%",3,33,36,33,2880449,75142,2652984,2728126,152323,,"2,75%","97,25%",,"2,61%","92,10%","94,71%","5,29%"
19.07,67,0,"0,00%","52,27%","0,04%","0,01%",0,50,50,17,2880516,75142,2653034,2728176,152340,,"2,75%","97,25%",,"2,61%","92,10%","94,71%","5,29%"
20.07,104,0,"0,00%","8,33%","0,07%","0,09%",4,-+ 40,-+ 36,140,2880620,75146,2652994,2728140,152480,,"2,75%","97,25%",,"2,61%","92,10%","94,71%","5,29%"
21.07,124,0,"0,00%","44,19%","0,08%","0,06%",3,31,34,90,2880744,75149,2653025,2728174,152570,,"2,75%","97,25%",,"2,61%","92,10%","94,70%","5,30%"
22.07,126,0,"0,00%","20,00%","0,08%","0,04%",9,63,72,54,2880870,75158,2653088,2728246,152624,,"2,75%","97,25%",,"2,61%","92,09%","94,70%","5,30%"
23.07,108,0,"0,00%","16,13%","0,07%","0,01%",4,84,88,20,2880978,75162,2653172,2728334,152644,,"2,75%","97,25%",,"2,61%","92,09%","94,70%","5,30%"
24.07,122,0,"0,00%","7,02%","0,08%","0,04%",6,49,55,67,2881100,75168,2653221,2728389,152711,,"2,76%","97,24%",,"2,61%","92,09%","94,70%","5,30%"
25.07,82,0,"0,00%","18,84%","0,05%","0,02%",1,58,59,23,2881182,75169,2653279,2728448,152734,,"2,76%","97,24%",,"2,61%","92,09%","94,70%","5,30%"
26.07,74,0,"0,00%","10,45%","0,05%","0,00%",0,80,80,-6,2881256,75169,2653359,2728528,152728,,"2,75%","97,25%",,"2,61%","92,09%","94,70%","5,30%"
27.07,106,0,"0,00%","1,92%","0,07%","0,03%",7,48,55,51,2881362,75176,2653407,2728583,152779,,"2,76%","97,24%",,"2,61%","92,09%","94,70%","5,30%"
28.07,138,0,"0,00%","11,29%","0,09%","0,06%",3,39,42,96,2881500,75179,2653446,2728625,152875,,"2,76%","97,24%",,"2,61%","92,09%","94,69%","5,31%"
29.07,167,0,"0,01%","32,54%","0,11%","0,05%",5,83,88,79,2881667,75184,2653529,2728713,152954,,"2,76%","97,24%",,"2,61%","92,08%","94,69%","5,31%"
30.07,153,0,"0,01%","41,67%","0,10%","0,05%",2,79,81,72,2881820,75186,2653608,2728794,153026,,"2,76%","97,24%",,"2,61%","92,08%","94,69%","5,31%"
31.07,153,0,"0,01%","25,41%","0,10%","0,04%",2,92,94,59,2881973,75188,2653700,2728888,153085,,"2,76%","97,24%",,"2,61%","92,08%","94,69%","5,31%"
01.08,91,0,"0,00%","10,98%","0,06%","-0,01%",0,107,107,-16,2882064,75188,2653807,2728995,153069,,"2,76%","97,24%",,"2,61%","92,08%","94,69%","5,31%"
02.08,91,0,"0,00%","22,97%","0,06%","0,00%",0,93,93,-2,2882155,75188,2653900,2729088,153067,,"2,76%","97,24%",,"2,61%","92,08%","94,69%","5,31%"
03.08,164,0,"0,01%","54,72%","0,11%","0,08%",4,34,38,126,2882319,75192,2653934,2729126,153193,,"2,76%","97,24%",,"2,61%","92,08%","94,69%","5,31%"
04.08,164,0,"0,01%","18,84%","0,11%","0,07%",4,47,51,113,2882483,75196,2653981,2729177,153306,,"2,76%","97,24%",,"2,61%","92,07%","94,68%","5,32%"
05.08,176,0,"0,01%","5,39%","0,11%","0,04%",6,116,122,54,2882659,75202,2654097,2729299,153360,,"2,76%","97,24%",,"2,61%","92,07%","94,68%","5,32%"
06.08,172,0,"0,01%","12,42%","0,11%","0,03%",6,127,133,39,2882831,75208,2654224,2729432,153399,,"2,76%","97,24%",,"2,61%","92,07%","94,68%","5,32%"
07.08,181,0,"0,01%","18,30%","0,12%","0,03%",4,135,139,42,2883012,75212,2654359,2729571,153441,,"2,76%","97,24%",,"2,61%","92,07%","94,68%","5,32%"
08.08,122,0,"0,00%","34,07%","0,08%","0,00%",0,124,124,-2,2883134,75212,2654483,2729695,153439,,"2,76%","97,24%",,"2,61%","92,07%","94,68%","5,32%"
09.08,64,0,"0,00%","-29,67%","0,04%","-0,05%",0,141,141,-77,2883198,75212,2654624,2729836,153362,,"2,76%","97,24%",,"2,61%","92,07%","94,68%","5,32%"
10.08,200,0,"0,01%","21,95%","0,13%","0,10%",0,53,53,147,2883398,75212,2654677,2729889,153509,,"2,76%","97,24%",,"2,61%","92,07%","94,68%","5,32%"
11.08,198,0,"0,01%","20,73%","0,13%","0,08%",4,74,78,120,2883596,75216,2654751,2729967,153629,,"2,76%","97,24%",,"2,61%","92,06%","94,67%","5,33%"
12.08,223,0,"0,01%","26,70%","0,15%","0,06%",2,123,125,98,2883819,75218,2654874,2730092,153727,,"2,76%","97,24%",,"2,61%","92,06%","94,67%","5,33%"
13.08,196,0,"0,01%","13,95%","0,13%","0,03%",6,140,146,50,2884015,75224,2655014,2730238,153777,,"2,76%","97,24%",,"2,61%","92,06%","94,67%","5,33%"
14.08,211,0,"0,01%","16,57%","0,14%","0,03%",2,169,171,40,2884226,75226,2655183,2730409,153817,,"2,76%","97,24%",,"2,61%","92,06%","94,67%","5,33%"
15.08,148,0,"0,01%","21,31%","0,10%","0,01%",0,130,130,18,2884374,75226,2655313,2730539,153835,,"2,75%","97,25%",,"2,61%","92,06%","94,67%","5,33%"
16.08,128,0,"0,00%","100,00%","0,08%","0,00%",0,128,128,0,2884502,75226,2655441,2730667,153835,,"2,75%","97,25%",,"2,61%","92,06%","94,67%","5,33%"
17.08,221,0,"0,01%","10,50%","0,14%","0,07%",7,102,109,112,2884723,75233,2655543,2730776,153947,,"2,76%","97,24%",,"2,61%","92,06%","94,66%","5,34%"
18.08,208,0,"0,01%","5,05%","0,14%","0,11%",1,45,46,162,2884931,75234,2655588,2730822,154109,,"2,75%","97,25%",,"2,61%","92,05%","94,66%","5,34%"
19.08,197,0,"0,01%","-11,66%","0,13%","0,00%",4,193,197,0,2885128,75238,2655781,2731019,154109,,"2,75%","97,25%",,"2,61%","92,05%","94,66%","5,34%"
20.08,212,0,"0,01%","8,16%","0,14%","0,06%",4,110,114,98,2885340,75242,2655891,2731133,154207,,"2,75%","97,25%",,"2,61%","92,05%","94,66%","5,34%"
21.08,222,0,"0,01%","5,21%","0,14%","0,06%",1,127,128,94,2885562,75243,2656018,2731261,154301,,"2,75%","97,25%",,"2,61%","92,05%","94,65%","5,35%"
22.08,185,0,"0,01%","25,00%","0,12%","0,04%",0,125,125,60,2885747,75243,2656143,2731386,154361,,"2,75%","97,25%",,"2,61%","92,04%","94,65%","5,35%"
23.08,107,0,"0,00%","-16,41%","0,07%","-0,04%",0,174,174,-67,2885854,75243,2656317,2731560,154294,,"2,75%","97,25%",,"2,61%","92,05%","94,65%","5,35%"
24.08,233,0,"0,01%","5,43%","0,15%","0,12%",8,38,46,187,2886087,75251,2656355,2731606,154481,,"2,75%","97,25%",,"2,61%","92,04%","94,65%","5,35%"
25.08,234,0,"0,01%","12,50%","0,15%","0,16%",5,-+ 13,-+ 8,242,2886321,75256,2656342,2731598,154723,,"2,76%","97,24%",,"2,61%","92,03%","94,64%","5,36%"
26.08,251,0,"0,01%","27,41%","0,16%","0,05%",3,165,168,83,2886572,75259,2656507,2731766,154806,,"2,75%","97,25%",,"2,61%","92,03%","94,64%","5,36%"
27.08,258,0,"0,01%","21,70%","0,17%","0,08%",3,128,131,127,2886830,75262,2656635,2731897,154933,,"2,75%","97,25%",,"2,61%","92,03%","94,63%","5,37%"
28.08,290,0,"0,01%","30,63%","0,19%","0,14%",5,73,78,212,2887120,75267,2656708,2731975,155145,,"2,76%","97,24%",,"2,61%","92,02%","94,63%","5,37%"
29.08,204,0,"0,01%","10,27%","0,13%","0,04%",0,147,147,57,2887324,75267,2656855,2732122,155202,,"2,75%","97,25%",,"2,61%","92,02%","94,62%","5,38%"
30.08,151,0,"0,01%","41,12%","0,10%","-0,03%",0,199,199,-48,2887475,75267,2657054,2732321,155154,,"2,75%","97,25%",,"2,61%","92,02%","94,63%","5,37%"
31.08,285,0,"0,01%","22,32%","0,18%","0,16%",5,30,35,250,2887760,75272,2657084,2732356,155404,,"2,75%","97,25%",,"2,61%","92,01%","94,62%","5,38%"
01.09,366,0,"0,01%","56,41%","0,24%","0,23%",13,-+ 2,11,355,2888126,75285,2657082,2732367,155759,,"2,76%","97,24%",,"2,61%","92,00%","94,61%","5,39%"
02.09,390,0,"0,01%","55,38%","0,25%","0,18%",7,95,102,288,2888516,75292,2657177,2732469,156047,,"2,76%","97,24%",,"2,61%","91,99%","94,60%","5,40%"
03.09,349,0,"0,01%","35,27%","0,22%","0,16%",5,97,102,247,2888865,75297,2657274,2732571,156294,,"2,76%","97,24%",,"2,61%","91,98%","94,59%","5,41%"
04.09,389,0,"0,01%","34,14%","0,25%","0,21%",7,56,63,326,2889254,75304,2657330,2732634,156620,,"2,76%","97,24%",,"2,61%","91,97%","94,58%","5,42%"
05.09,324,0,"0,01%","58,82%","0,21%","0,08%",0,197,197,127,2889578,75304,2657527,2732831,156747,,"2,76%","97,24%",,"2,61%","91,97%","94,58%","5,42%"
06.09,183,0,"0,01%","21,19%","0,12%","-0,02%",0,218,218,-35,2889761,75304,2657745,2733049,156712,,"2,76%","97,24%",,"2,61%","91,97%","94,58%","5,42%"
07.09,406,0,"0,01%","42,46%","0,26%","0,28%",13,-+ 43,-+ 30,436,2890167,75317,2657702,2733019,157148,,"2,76%","97,24%",,"2,61%","91,96%","94,56%","5,44%"
08.09,533,0,"0,02%","45,63%","0,34%","0,34%",11,-+ 16,-+ 5,538,2890700,75328,2657686,2733014,157686,,"2,76%","97,24%",,"2,61%","91,94%","94,55%","5,45%"
09.09,510,0,"0,02%","30,77%","0,32%","0,26%",6,90,96,414,2891210,75334,2657776,2733110,158100,,"2,76%","97,24%",,"2,61%","91,93%","94,53%","5,47%"
10.09,528,0,"0,02%","51,29%","0,33%","0,20%",8,205,213,315,2891738,75342,2657981,2733323,158415,,"2,76%","97,24%",,"2,61%","91,92%","94,52%","5,48%"
11.09,530,0,"0,02%","36,25%","0,33%","0,25%",8,120,128,402,2892268,75350,2658101,2733451,158817,,"2,76%","97,24%",,"2,61%","91,90%","94,51%","5,49%"
12.09,476,0,"0,02%","46,91%","0,30%","0,13%",0,273,273,203,2892744,75350,2658374,2733724,159020,,"2,76%","97,24%",,"2,60%","91,90%","94,50%","5,50%"
13.09,269,0,"0,01%","46,99%","0,17%","-0,03%",0,311,311,-42,2893013,75350,2658685,2734035,158978,,"2,76%","97,24%",,"2,60%","91,90%","94,50%","5,50%"
14.09,537,0,"0,02%","32,27%","0,34%","0,38%",8,-+ 72,-+ 64,601,2893550,75358,2658613,2733971,159579,,"2,76%","97,24%",,"2,60%","91,88%","94,49%","5,51%"
15.09,767,0,"0,03%","43,90%","0,48%","0,53%",21,-+ 101,-+ 80,847,2894317,75379,2658512,2733891,160426,,"2,76%","97,24%",,"2,60%","91,85%","94,46%","5,54%"
16.09,722,0,"0,02%","41,57%","0,45%","0,37%",10,124,134,588,2895039,75389,2658636,2734025,161014,,"2,76%","97,24%",,"2,60%","91,83%","94,44%","5,56%"
17.09,652,0,"0,02%","23,48%","0,40%","0,29%",8,176,184,468,2895691,75397,2658812,2734209,161482,,"2,76%","97,24%",,"2,60%","91,82%","94,42%","5,58%"
18.09,797,0,"0,03%","50,38%","0,49%","0,36%",14,208,222,575,2896488,75411,2659020,2734431,162057,,"2,76%","97,24%",,"2,60%","91,80%","94,41%","5,59%"
19.09,540,0,"0,02%","13,45%","0,33%","0,05%",1,463,464,76,2897028,75412,2659483,2734895,162133,,"2,76%","97,24%",,"2,60%","91,80%","94,40%","5,60%"
20.09,363,0,"0,01%","34,94%","0,22%","-0,04%",0,429,429,-66,2897391,75412,2659912,2735324,162067,,"2,76%","97,24%",,"2,60%","91,80%","94,41%","5,59%"
21.09,711,0,"0,02%","32,40%","0,44%","0,40%",15,40,55,656,2898102,75427,2659952,2735379,162723,,"2,76%","97,24%",,"2,60%","91,78%","94,39%","5,61%"
22.09,882,0,"0,03%","14,99%","0,54%","0,60%",20,-+ 112,-+ 92,974,2898984,75447,2659840,2735287,163697,,"2,76%","97,24%",,"2,60%","91,75%","94,35%","5,65%"
23.09,974,0,"0,03%","34,90%","0,60%","0,47%",14,196,210,764,2899958,75461,2660036,2735497,164461,,"2,76%","97,24%",,"2,60%","91,73%","94,33%","5,67%"
24.09,813,0,"0,03%","24,69%","0,49%","0,24%",14,402,416,397,2900771,75475,2660438,2735913,164858,,"2,76%","97,24%",,"2,60%","91,71%","94,32%","5,68%"
25.09,917,0,"0,03%","15,06%","0,56%","0,34%",20,338,358,559,2901688,75495,2660776,2736271,165417,,"2,76%","97,24%",,"2,60%","91,70%","94,30%","5,70%"
26.09,643,0,"0,02%","19,07%","0,39%","0,04%",1,573,574,69,2902331,75496,2661349,2736845,165486,,"2,76%","97,24%",,"2,60%","91,70%","94,30%","5,70%"
27.09,421,0,"0,01%","15,98%","0,25%","-0,14%",0,659,659,-238,2902752,75496,2662008,2737504,165248,,"2,76%","97,24%",,"2,60%","91,71%","94,31%","5,69%"
28.09,975,0,"0,03%","37,13%","0,59%","0,51%",29,107,136,839,2903727,75525,2662115,2737640,166087,,"2,76%","97,24%",,"2,60%","91,68%","94,28%","5,72%"
29.09,1234,0,"0,04%","39,91%","0,74%","0,72%",22,17,39,1195,2904961,75547,2662132,2737679,167282,,"2,76%","97,24%",,"2,60%","91,64%","94,24%","5,76%"
30.09,1208,0,"0,04%","24,02%","0,72%","0,50%",27,352,379,829,2906169,75574,2662484,2738058,168111,,"2,76%","97,24%",,"2,60%","91,61%","94,22%","5,78%"
01.10,1362,0,"0,05%","67,53%","0,81%","0,44%",16,603,619,743,2907531,75590,2663087,2738677,168854,,"2,76%","97,24%",,"2,60%","91,59%","94,19%","5,81%"
02.10,1344,0,"0,05%","46,56%","0,80%","0,42%",23,620,643,701,2908875,75613,2663707,2739320,169555,,"2,76%","97,24%",,"2,60%","91,57%","94,17%","5,83%"
03.10,1090,0,"0,04%","69,52%","0,64%","0,26%",6,649,655,435,2909965,75619,2664356,2739975,169990,,"2,76%","97,24%",,"2,60%","91,56%","94,16%","5,84%"
04.10,684,0,"0,02%","62,47%","0,40%","-0,04%",0,747,747,-63,2910649,75619,2665103,2740722,169927,,"2,76%","97,24%",,"2,60%","91,56%","94,16%","5,84%"
05.10,1325,0,"0,05%","35,90%","0,78%","0,67%",46,136,182,1143,2911974,75665,2665239,2740904,171070,,"2,76%","97,24%",,"2,60%","91,53%","94,13%","5,87%"
06.10,2085,0,"0,07%","68,96%","1,22%","1,19%",33,12,45,2040,2914059,75698,2665251,2740949,173110,,"2,76%","97,24%",,"2,60%","91,46%","94,06%","5,94%"
07.10,2007,0,"0,07%","66,14%","1,16%","0,81%",29,578,607,1400,2916066,75727,2665829,2741556,174510,,"2,76%","97,24%",,"2,60%","91,42%","94,02%","5,98%"
08.10,1895,0,"0,06%","39,13%","1,09%","0,63%",31,760,791,1104,2917961,75758,2666589,2742347,175614,,"2,76%","97,24%",,"2,60%","91,39%","93,98%","6,02%"
09.10,2012,0,"0,07%","49,70%","1,15%","0,65%",29,842,871,1141,2919973,75787,2667431,2743218,176755,,"2,76%","97,24%",,"2,60%","91,35%","93,95%","6,05%"
10.10,1527,0,"0,05%","40,09%","0,86%","0,24%",5,1090,1095,432,2921500,75792,2668521,2744313,177187,,"2,76%","97,24%",,"2,59%","91,34%","93,94%","6,06%"
11.10,903,0,"0,03%","32,02%","0,51%","-0,15%",0,1167,1167,-264,2922403,75792,2669688,2745480,176923,,"2,76%","97,24%",,"2,59%","91,35%","93,95%","6,05%"
12.10,2118,0,"0,07%","59,85%","1,20%","0,89%",49,492,541,1577,2924521,75841,2670180,2746021,178500,,"2,76%","97,24%",,"2,59%","91,30%","93,90%","6,10%"
13.10,2640,0,"0,09%","26,62%","1,48%","1,34%",40,214,254,2386,2927161,75881,2670394,2746275,180886,,"2,76%","97,24%",,"2,59%","91,23%","93,82%","6,18%"
14.10,3000,0,"0,10%","49,48%","1,66%","1,18%",60,805,865,2135,2930161,75941,2671199,2747140,183021,,"2,76%","97,24%",,"2,59%","91,16%","93,75%","6,25%"
15.10,2771,0,"0,09%","46,23%","1,51%","0,69%",49,1457,1506,1265,2932932,75990,2672656,2748646,184286,,"2,76%","97,24%",,"2,59%","91,13%","93,72%","6,28%"
16.10,3236,0,"0,11%","60,83%","1,76%","0,95%",44,1437,1481,1755,2936168,76034,2674093,2750127,186041,,"2,76%","97,24%",,"2,59%","91,07%","93,66%","6,34%"
17.10,2523,0,"0,09%","65,23%","1,36%","0,43%",1,1728,1729,794,2938691,76035,2675821,2751856,186835,,"2,76%","97,24%",,"2,59%","91,05%","93,64%","6,36%"
18.10,1537,0,"0,05%","70,21%","0,82%","-0,10%",3,1716,1719,-182,2940228,76038,2677537,2753575,186653,,"2,76%","97,24%",,"2,59%","91,07%","93,65%","6,35%"
19.10,3931,0,"0,13%","85,60%","2,11%","1,67%",64,759,823,3108,2944159,76102,2678296,2754398,189761,,"2,76%","97,24%",,"2,58%","90,97%","93,55%","6,45%"
20.10,5559,0,"0,19%","110,57%","2,93%","2,82%",75,127,202,5357,2949718,76177,2678423,2754600,195118,,"2,77%","97,23%",,"2,58%","90,80%","93,39%","6,61%"
21.10,5592,0,"0,19%","86,40%","2,87%","2,12%",46,1401,1447,4145,2955310,76223,2679824,2756047,199263,,"2,77%","97,23%",,"2,58%","90,68%","93,26%","6,74%"
22.10,5706,0,"0,19%","105,92%","2,86%","1,95%",59,1767,1826,3880,2961016,76282,2681591,2757873,203143,,"2,77%","97,23%",,"2,58%","90,56%","93,14%","6,86%"
23.10,6274,0,"0,21%","93,88%","3,09%","2,04%",75,2054,2129,4145,2967290,76357,2683645,2760002,207288,,"2,77%","97,23%",,"2,57%","90,44%","93,01%","6,99%"
24.10,4728,0,"0,16%","87,40%","2,28%","1,08%",13,2484,2497,2231,2972018,76370,2686129,2762499,209519,,"2,76%","97,24%",,"2,57%","90,38%","92,95%","7,05%"
25.10,2950,0,"0,10%","91,93%","1,41%","0,09%",0,2770,2770,180,2974968,76370,2688899,2765269,209699,,"2,76%","97,24%",,"2,57%","90,38%","92,95%","7,05%"
26.10,6265,0,"0,21%","59,37%","2,99%","2,36%",93,1219,1312,4953,2981233,76463,2690118,2766581,214652,,"2,76%","97,24%",,"2,56%","90,24%","92,80%","7,20%"
